id;latitude;longitude;genera_plant;genera_plan_ver;sp_plant;author_plant;sp_plant_ver;author_plant_ver;subfamily;genera_floralvisitor;genera_floralvisitor_ver;sp_floralvisitor;author_floralvisitor;sp_floralvisitor_ver;author_floralvisitor_ver;pollinator_group;bodypolendeposition;behaviour;relativefrequency
118;-23.36;-44.85;Nidularium;Canistropsis;seidelli;L.B. Sm. & Reitz;seidelii;(L.B.Sm. & Reitz) Leme;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;NA;NA;0.82
119;-23.36;-44.85;Centropogon;Centropogon;cornutus;(L.) Druce;cornutus;(L.) Druce;Trochilinae;Amazilia;Amazilia;fimbriata;Gmelin;fimbriata;(Gmelin, 1788);hummingbird;NA;p;0.4
120;-23.36;-44.85;Centropogon;Centropogon;cornutus;(L.) Druce;cornutus;(L.) Druce;Phaethornithinae;Glaucis;Glaucis;hirsuta;Gmelin;hirsutus;(Gmelin, 1788);hummingbird;NA;p;0.6
121;-23.36;-44.85;Costus;Costus;aff. spiralis;NA;spiralis;(Jacq.) Roscoe;Trochilinae;Amazilia;Amazilia;brevirostris;Lesson;brevirostris;(Lesson, 1829);hummingbird;NA;NA;NA
122;-23.36;-44.85;Costus;Costus;aff. spiralis;NA;spiralis;(Jacq.) Roscoe;Phaethornithinae;Phaethornis;Phaethornis;ruber;Linnaeus;ruber;(Linnaeus, 1758);hummingbird;NA;NA;0.9
123;-23.36;-44.85;Costus;Costus;aff. spiralis;NA;spiralis;(Jacq.) Roscoe;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;NA;p;0.1
124;-23.36;-44.85;Dombeia;Dombeia;wallichii;na;wallichii;(Lindl.) K.Schum.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;NA;NA;1
125;-23.36;-44.85;Eriotheca;Eriotheca;pentaphylla;(Vell. & K. Schum.) A. Robyns;pentaphylla;(Vell. & K. Schum.) A. Robyns;Trochilinae;Amazilia;Amazilia;fimbriata;Gmelin;fimbriata;(Gmelin, 1788);hummingbird;NA;NA;NA
126;-23.36;-44.85;Eriotheca;Eriotheca;pentaphylla;(Vell. & K. Schum.) A. Robyns;pentaphylla;(Vell. & K. Schum.) A. Robyns;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;NA;NA;NA
127;-23.36;-44.85;Erythrina;Erythrina;speciosa;Andrews;speciosa;Andrews;Trochilinae;Amazilia;Amazilia;fimbriata;Gmelin;fimbriata;(Gmelin, 1788);hummingbird;NA;p;0.59
128;-23.36;-44.85;Erythrina;Erythrina;speciosa;Andrews;speciosa;Andrews;Phaethornithinae;Glaucis;Glaucis;hirsuta;Gmelin;hirsutus;(Gmelin, 1788);hummingbird;NA;p;0.03
129;-23.36;-44.85;Erythrina;Erythrina;speciosa;Andrews;speciosa;Andrews;Trochilinae;Hylocharis;Hylocharis;cyanus;Vieillot;cyanus;(Vieillot, 1818);hummingbird;NA;p;3
130;-23.36;-44.85;Erythrina;Erythrina;speciosa;Andrews;speciosa;Andrews;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;NA;p;NA
131;-23.36;-44.85;Erythrina;Erythrina;speciosa;Andrews;speciosa;Andrews;Phaethornithinae;Phaethornis;Phaethornis;ruber;Linnaeus;ruber;(Linnaeus, 1758);hummingbird;NA;NA;0.04
132;-23.36;-44.85;Erythrina;Erythrina;speciosa;Andrews;speciosa;Andrews;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;NA;p;0.34
133;-23.36;-44.85;Erythrina;Erythrina;speciosa;Andrews;speciosa;Andrews;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;NA;p;NA
134;-23.36;-44.85;Arrabidaea;Fridericia;sp.;na;sp.;na;Trochilinae;Anthracothorax;Anthracothorax;nigricollis;Vieillot;nigricollis;(Vieillot, 1817);hummingbird;NA;p;NA
135;-23.36;-44.85;Hedychium;Hedychium;coronarium;J. Koenig;coronarium;J. Koenig;Phaethornithinae;Glaucis;Glaucis;hirsuta;Gmelin;hirsutus;(Gmelin, 1788);hummingbird;NA;NA;1
136;-23.36;-44.85;Heliconia;Heliconia;angusta;Vell.;angusta;Vell.;Phaethornithinae;Phaethornis;Phaethornis;ruber;Linnaeus;ruber;(Linnaeus, 1758);hummingbird;NA;NA;0.43
137;-23.36;-44.85;Heliconia;Heliconia;angusta;Vell.;angusta;Vell.;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;NA;NA;0.57
138;-23.36;-44.85;Heliconia;Heliconia;spathocircinata;Aristeg.;spathocircinata;Aristeg.;Trochilinae;Amazilia;Amazilia;brevirostris;Lesson;brevirostris;(Lesson, 1829);hummingbird;NA;p;NA
139;-23.36;-44.85;Heliconia;Heliconia;spathocircinata;Aristeg.;spathocircinata;Aristeg.;Phaethornithinae;Phaethornis;Phaethornis;ruber;Linnaeus;ruber;(Linnaeus, 1758);hummingbird;NA;NA;0.47
140;-23.36;-44.85;Heliconia;Heliconia;spathocircinata;Aristeg.;spathocircinata;Aristeg.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;NA;p;0.53
141;-23.36;-44.85;Hibiscus;Hibiscus;tilliaceus;L.;peruvianus;R.E.Fr.;Trochilinae;Amazilia;Amazilia;brevirostris;(Lesson, 1829);brevirostris;(Lesson, 1829);hummingbird;NA;p;NA
142;-23.36;-44.85;Hibiscus;Hibiscus;tiliaceus;na;peruvianus;R.E.Fr.;Trochilinae;Amazilia;Amazilia;fimbriata;Gmelin;fimbriata;(Gmelin, 1788);hummingbird;NA;NA;0.1
143;-23.36;-44.85;Hibiscus;Hibiscus;tiliaceus;na;peruvianus;R.E.Fr.;Trochilinae;Anthracothorax;Anthracothorax;nigricollis;Vieillot;nigricollis;(Vieillot, 1817);hummingbird;NA;NA;0.04
144;-23.36;-44.85;Hibiscus;Hibiscus;tiliaceus;na;peruvianus;R.E.Fr.;Trochilinae;Melanotrochilus;Florisuga;fuscus;Vieillot;fusca;(Vieillot, 1817);hummingbird;NA;NA;0.86
145;-23.36;-44.85;Hibiscus;Hibiscus;tilliaceus;L.;peruvianus;R.E.Fr.;Trochilinae;Thalurania;Thalurania;glaucopis;(Gmelin, 1788);glaucopis;(Gmelin, 1788);hummingbird;NA;p;NA
146;-23.36;-44.85;Inga;Inga;edulis;Mart;edulis;Mart.;Trochilinae;Amazilia;Amazilia;brevirostris;Lesson;brevirostris;(Lesson, 1829);hummingbird;NA;p;0.67
147;-23.36;-44.85;Inga;Inga;edulis;Mart;edulis;Mart.;Trochilinae;Amazilia;Amazilia;fimbriata;Gmelin;fimbriata;(Gmelin, 1788);hummingbird;NA;p;0.07
148;-23.36;-44.85;Inga;Inga;edulis;Mart;edulis;Mart.;Trochilinae;Melanotrochilus;Florisuga;fuscus;Vieillot;fusca;(Vieillot, 1817);hummingbird;NA;p;NA
149;-23.36;-44.85;Inga;Inga;edulis;Mart;edulis;Mart.;Phaethornithinae;Phaethornis;Phaethornis;ruber;Linnaeus;ruber;(Linnaeus, 1758);hummingbird;NA;p;NA
150;-23.36;-44.85;Inga;Inga;edulis;Mart;edulis;Mart.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;NA;p;0.26
151;-23.36;-44.85;Inga;Inga;luschnathiana;Salzm. ex Benth.;subnuda;Salzm. ex Benth.;Trochilinae;Amazilia;Amazilia;brevirostris;Lesson;brevirostris;(Lesson, 1829);hummingbird;NA;p;0.28
152;-23.36;-44.85;Inga;Inga;luschnathiana;Salzm. ex Benth.;subnuda;Salzm. ex Benth.;Trochilinae;Amazilia;Amazilia;fimbriata;Gmelin;fimbriata;(Gmelin, 1788);hummingbird;NA;p;0.03
153;-23.36;-44.85;Inga;Inga;luschnathiana;Salzm. ex Benth.;subnuda;Salzm. ex Benth.;Trochilinae;Anthracothorax;Anthracothorax;nigricollis;Vieillot;nigricollis;(Vieillot, 1817);hummingbird;NA;p;0.01
154;-23.36;-44.85;Inga;Inga;luschnathiana;Salzm. ex Benth.;subnuda;Salzm. ex Benth.;Trochilinae;Melanotrochilus;Florisuga;fuscus;Vieillot;fusca;(Vieillot, 1817);hummingbird;NA;p;0.06
155;-23.36;-44.85;Inga;Inga;luschnathiana;Salzm. ex Benth.;subnuda;Salzm. ex Benth.;Trochilinae;Hylocharis;Hylocharis;cyanus;Vieillot;cyanus;(Vieillot, 1818);hummingbird;NA;p;0.51
156;-23.36;-44.85;Inga;Inga;luschnathiana;Salzm. ex Benth.;subnuda;Salzm. ex Benth.;Trochilinae;Lophornis;Lophornis;chalybaea;Vieillot;chalybeus;(Temminck, 1821);hummingbird;NA;p;2
157;-23.36;-44.85;Inga;Inga;luschnathiana;Salzm. ex Benth.;subnuda;Salzm. ex Benth.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;NA;p;0.1
158;-23.36;-44.85;Jacaranda;Jacaranda;puberula;Cham.;puberula;Cham.;Trochilinae;Amazilia;Amazilia;brevirostris;Lesson;brevirostris;(Lesson, 1829);hummingbird;NA;NA;0.01
159;-23.36;-44.85;Jacaranda;Jacaranda;puberula;Cham.;puberula;Cham.;Trochilinae;Amazilia;Amazilia;fimbriata;Gmelin;fimbriata;(Gmelin, 1788);hummingbird;NA;NA;0.11
160;-23.36;-44.85;Jacaranda;Jacaranda;puberula;Cham.;puberula;Cham.;Trochilinae;Anthracothorax;Anthracothorax;nigricollis;Vieillot;nigricollis;(Vieillot, 1817);hummingbird;NA;p;0.16
161;-23.36;-44.85;Jacaranda;Jacaranda;puberula;Cham.;puberula;Cham.;Trochilinae;Melanotrochilus;Florisuga;fuscus;Vieillot;fusca;(Vieillot, 1817);hummingbird;NA;NA;NA
162;-23.36;-44.85;Jacaranda;Jacaranda;puberula;Cham.;puberula;Cham.;Trochilinae;Hylocharis;Hylocharis;cyanus;Vieillot;cyanus;(Vieillot, 1818);hummingbird;NA;NA;0.68
163;-23.36;-44.85;Jacaranda;Jacaranda;puberula;Cham.;puberula;Cham.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;NA;NA;0.03
164;-23.36;-44.85;Jacquemontia;Jacquemontia;sphaerostigma;(Cav.) Rusby;sphaerostigma;(Cav.) Rusby;Trochilinae;Amazilia;Amazilia;fimbriata;(Gmelin, 1788);fimbriata;(Gmelin, 1788);hummingbird;NA;p;NA
165;-23.36;-44.85;Jacquemontia;Jacquemontia;sphaerostigma;(Cav.) Rusby;sphaerostigma;(Cav.) Rusby;Trochilinae;Thalurania;Thalurania;glaucopis;(Gmelin, 1788);glaucopis;(Gmelin, 1788);hummingbird;NA;p;NA
166;-23.36;-44.85;Lantana;Lantana;nivea;Vent.;camara;L.;Trochilinae;Hylocharis;Hylocharis;cyanus;Vieillot;cyanus;(Vieillot, 1818);hummingbird;NA;p;NA
167;-23.36;-44.85;Lantana;Lantana;nivea;Vent.;camara;L.;Trochilinae;Lophornis;Lophornis;chalybaea;Vieillot;chalybeus;(Temminck, 1821);hummingbird;NA;p;NA
168;-23.36;-44.85;Lundia;Lundia;cordata;(Vell.) DC.;corymbifera;(Vahl) Sandwith;Trochilinae;Amazilia;Amazilia;fimbriata;Gmelin;fimbriata;(Gmelin, 1788);hummingbird;NA;p;1
169;-23.36;-44.85;Malvaviscus;Malvaviscus;arboreus;na;arboreus;Cav.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;NA;NA;1
170;-23.36;-44.85;Maranta;Maranta;divaricata;Roscoe;gibba;Sm.;Phaethornithinae;Phaethornis;Phaethornis;ruber;Linnaeus;ruber;(Linnaeus, 1758);hummingbird;NA;p;NA
171;-23.36;-44.85;Marcgravia;Marcgravia;myriostigma;Triana & Planch.;comosa;C.Presl;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;NA;p;NA
172;-23.36;-44.85;Marcgravia;Marcgravia;myriostigma;Triana & Planch.;comosa;C.Presl;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;NA;p;NA
173;-23.36;-44.85;Mutisia;Mutisia;speciosa;Aiton ex Hook;speciosa;Aiton ex Hook.;Trochilinae;Amazilia;Amazilia;fimbriata;Gmelin;fimbriata;(Gmelin, 1788);hummingbird;NA;p;0.96
174;-23.36;-44.85;Mutisia;Mutisia;speciosa;Aiton ex Hook;speciosa;Aiton ex Hook.;Trochilinae;Melanotrochilus;Florisuga;fuscus;Vieillot;fusca;(Vieillot, 1817);hummingbird;NA;p;0.04
175;-23.36;-44.85;Mutisia;Mutisia;speciosa;Aiton ex Hook;speciosa;Aiton ex Hook.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;NA;p;NA
176;-23.36;-44.85;Nematanthus;Nematanthus;fluminensis;(Vell.) Fritsch;fluminensis;(Vell.) Fritsch;Phaethornithinae;Phaethornis;Phaethornis;ruber;Linnaeus;ruber;(Linnaeus, 1758);hummingbird;NA;NA;0.5
177;-23.36;-44.85;Nematanthus;Nematanthus;fluminensis;(Vell.) Fritsch;fluminensis;(Vell.) Fritsch;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;NA;p;0.5
178;-23.36;-44.85;Nematanthus;Nematanthus;fluminensis;(Vell.) Fritsch;fluminensis;(Vell.) Fritsch;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;NA;NA;NA
179;-23.36;-44.85;Nidularium;Nidularium;innocentii;Lem;innocentii;Lem.;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;bil;p;1
180;-23.36;-44.85;Nidularium;Nidularium;procerum;Lindl.;procerum;Lindm.;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;bil;p;1
181;-23.36;-44.85;Psittacanthus;Psittacanthus;dichrous;(Mart.) Mart.;dichroos;(Mart.) Mart.;Trochilinae;Amazilia;Amazilia;fimbriata;Gmelin;fimbriata;(Gmelin, 1788);hummingbird;NA;p;0.22
182;-23.36;-44.85;Psittacanthus;Psittacanthus;dichrous;(Mart.) Mart.;dichroos;(Mart.) Mart.;Trochilinae;Eupetomena;Eupetomena;macroura;Gmelin;macroura;(Gmelin, 1788);hummingbird;NA;p;0.73
183;-23.36;-44.85;Psittacanthus;Psittacanthus;dichrous;(Mart.) Mart.;dichroos;(Mart.) Mart.;Trochilinae;Melanotrochilus;Florisuga;fuscus;Vieillot;fusca;(Vieillot, 1817);hummingbird;NA;p;0.02
184;-23.36;-44.85;Psittacanthus;Psittacanthus;dichrous;(Mart.) Mart.;dichroos;(Mart.) Mart.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;NA;p;0.03
185;-23.36;-44.85;Psychotria;Psychotria;nuda;(Cham. & Schldl.) Wrawa;nuda;(Cham. & Schltdl.) Wawra;Phaethornithinae;Phaethornis;Phaethornis;ruber;Linnaeus;ruber;(Linnaeus, 1758);hummingbird;NA;p;0.01
186;-23.36;-44.85;Psychotria;Psychotria;nuda;(Cham. & Schldl.) Wrawa;nuda;(Cham. & Schltdl.) Wawra;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;NA;p;0.17
187;-23.36;-44.85;Psychotria;Psychotria;nuda;(Cham. & Schldl.) Wrawa;nuda;(Cham. & Schltdl.) Wawra;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;NA;p;0.82
188;-23.36;-44.85;Sabicea;Sabicea;villosa;Willd. ex Schult.;villosa;Willd. ex Schult.;Trochilinae;Amazilia;Amazilia;brevirostris;Lesson;brevirostris;(Lesson, 1829);hummingbird;NA;p;1
189;-23.36;-44.85;Sabicea;Sabicea;villosa;Willd. ex Schult.;villosa;Willd. ex Schult.;Trochilinae;Hylocharis;Hylocharis;cyanus;Vieillot;cyanus;(Vieillot, 1818);hummingbird;NA;p;NA
190;-23.36;-44.85;Sabicea;Sabicea;villosa;Willd. ex Schult.;villosa;Willd. ex Schult.;Phaethornithinae;Phaethornis;Phaethornis;ruber;Linnaeus;ruber;(Linnaeus, 1758);hummingbird;NA;p;NA
191;-23.36;-44.85;Sabicea;Sabicea;villosa;Willd. ex Schult.;villosa;Willd. ex Schult.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;NA;p;NA
192;-23.36;-44.85;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Amazilia;Amazilia;brevirostris;Lesson;brevirostris;(Lesson, 1829);hummingbird;NA;p;0.24
193;-23.36;-44.85;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Amazilia;Amazilia;fimbriata;Gmelin;fimbriata;(Gmelin, 1788);hummingbird;NA;p;0.14
194;-23.36;-44.85;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Melanotrochilus;Florisuga;fuscus;Vieillot;fusca;(Vieillot, 1817);hummingbird;NA;p;0.56
195;-23.36;-44.85;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;NA;p;0.06
196;-23.36;-44.85;Sophora;Sophora;tomentosa;L.;tomentosa;L.;Trochilinae;Amazilia;Amazilia;fimbriata;Gmelin;fimbriata;(Gmelin, 1788);hummingbird;NA;p;NA
197;-23.36;-44.85;Sophora;Sophora;tomentosa;L.;tomentosa;L.;Trochilinae;Hylocharis;Hylocharis;cyanus;Vieillot;cyanus;(Vieillot, 1818);hummingbird;NA;p;NA
198;-23.36;-44.85;Stachytarpheta;Stachytarpheta;cayennensis;(Rich.) Vahl;cayennensis;(Rich.) Vahl;Trochilinae;Hylocharis;Hylocharis;cyanus;(Vieillot, 1818);cyanus;(Vieillot, 1818);hummingbird;NA;p;NA
199;-23.36;-44.85;Tabebuia;Tabebuia;cassinoides;(Lam.) DC.;cassinoides;(Lam.) DC.;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;NA;p;NA
200;-23.36;-44.85;Cordia;Varronia;multispicata;Cham.;multispicata;(Cham.) Borhidi;Trochilinae;Amazilia;Amazilia;fimbriata;Gmelin;fimbriata;(Gmelin, 1788);hummingbird;NA;p;NA
201;-23.36;-44.85;Cordia;Varronia;multispicata;Cham.;multispicata;(Cham.) Borhidi;Trochilinae;Hylocharis;Hylocharis;cyanus;Vieillot;cyanus;(Vieillot, 1818);hummingbird;NA;p;NA
202;-23.36;-44.85;Cordia;Varronia;multispicata;Cham.;multispicata;(Cham.) Borhidi;Trochilinae;Lophornis;Lophornis;chalybaea;Vieillot;chalybeus;(Temminck, 1821);hummingbird;NA;p;NA
203;-23.36;-44.85;Vriesea;Vriesea;ensiformes;(Vell.) Beer.;ensiformis;(Vell.) Beer;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;fro;p;0.67
204;-23.36;-44.85;Vriesea;Vriesea;ensiformes;(Vell.) Beer.;ensiformis;(Vell.) Beer;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;fro;p;0.33
205;-23.36;-44.85;Vriesea;Vriesea;procera;(Mart. ex Schult. & Shult) Wittm.;procera;(Mart. ex Schult. & Schult. f.) Wittm.;Trochilinae;Amazilia;Amazilia;brevirostris;Lesson;brevirostris;(Lesson, 1829);hummingbird;NA;p;NA
206;-23.36;-44.85;Vriesea;Vriesea;procera;(Mart. ex Schult. & Shult) Wittm.;procera;(Mart. ex Schult. & Schult. f.) Wittm.;Trochilinae;Amazilia;Amazilia;fimbriata;Gmelin;fimbriata;(Gmelin, 1788);hummingbird;NA;p;1
207;-23.36;-44.85;Vriesea;Vriesea;rodigasiana;E.Morren;rodigasiana;E.Morren;Trochilinae;Amazilia;Amazilia;fimbriata;Gmelin;fimbriata;(Gmelin, 1788);hummingbird;NA;p;1
208;-20.81;-56.95;Ananas;Ananas;ananassoides;(Vell.) Bren;ananassoides;(Baker) L. B. Sm.;Trochilinae;Chlorostilbon;Chlorostilbon;lucidus;(Lesson & DeLattre, 1839);lucidus;(Shaw, 1812);hummingbird;bil;p;NA
209;-20.81;-56.95;Ananas;Ananas;ananassoides;(Vell.) Bren;ananassoides;(Baker) L. B. Sm.;Trochilinae;Hylocharis;Hylocharis;chrysura;(Gmelin, 1788);chrysura;(Shaw, 1812);hummingbird;bil;p;NA
210;-20.81;-56.95;Ananas;Ananas;ananassoides;(Vell.) Bren;ananassoides;(Baker) L. B. Sm.;Phaethornithinae;Phaethornis;Phaethornis;pretrei;(Gmelin, 1788);pretrei;(Lesson & DeLattre, 1839);hummingbird;bil;p;NA
211;-20.81;-56.95;Ananas;Ananas;ananassoides;(Vell.) Bren;ananassoides;(Baker) L. B. Sm.;Trochilinae;Thalurania;Thalurania;furcata;(Shaw, 1812);furcata;(Gmelin, 1788);hummingbird;bil;p;NA
212;-20.81;-56.95;Geissomeria;Aphelandra;tetragona;Lindau;longiflora;(Lindl.) Profice;Phaethornithinae;Phaethornis;Phaethornis;pretrei;(Gmelin, 1788);pretrei;(Lesson & DeLattre, 1839);hummingbird;bil;p;NA
213;-20.81;-56.95;Geissomeria;Aphelandra;tetragona;Lindau;longiflora;(Lindl.) Profice;Trochilinae;Thalurania;Thalurania;furcata;(Lesson & DeLattre, 1839);furcata;(Gmelin, 1788);hummingbird;bil;p;NA
214;-20.81;-56.95;Bauhinia;Bauhinia;sp. 1;na;sp. 1;L.;Trochilinae;Amazilia;Amazilia;fimbriata;(Lesson & DeLattre, 1839);fimbriata;(Gmelin, 1788);hummingbird;NA;p;NA
215;-20.81;-56.95;Bauhinia;Bauhinia;sp. 1;na;sp. 1;L.;Trochilinae;Aphantochroa;Aphantochroa;cirrhochloris;(Gmelin, 1788);cirrochloris;(Vieillot, 1818);hummingbird;NA;p;NA
216;-20.81;-56.95;Bauhinia;Bauhinia;sp. 1;na;sp. 1;L.;Trochilinae;Hylocharis;Hylocharis;chrysura;(Gmelin, 1788);chrysura;(Shaw, 1812);hummingbird;NA;p;NA
217;-20.81;-56.95;Bauhinia;Bauhinia;sp. 1;na;sp. 1;L.;Phaethornithinae;Phaethornis;Phaethornis;pretrei;(Gmelin, 1788);pretrei;(Lesson & DeLattre, 1839);hummingbird;NA;p;NA
218;-20.81;-56.95;Bauhinia;Bauhinia;sp. 1;na;sp. 1;L.;Trochilinae;Thalurania;Thalurania;furcata;(Shaw, 1812);furcata;(Gmelin, 1788);hummingbird;NA;p;NA
219;-20.81;-56.95;Tabebuia;Handroanthus;impetiginosa;(Mart. ex DC.) Standl.;heptaphyllus;(Vell.) Mattos;Trochilinae;Hylocharis;Hylocharis;chrysura;(Gmelin, 1788);chrysura;(Shaw, 1812);hummingbird;NA;p;NA
220;-20.81;-56.95;Helicteres;Helicteres;brevispira;A.Juss.;brevispira;A. St.-Hil.;Trochilinae;Thalurania;Thalurania;furcata;(Lesson & DeLattre, 1839);furcata;(Gmelin, 1788);hummingbird;NA;p;NA
221;-20.81;-56.95;Justicia;Justicia;ramulosa;(Morong) C.Ezcurra;ramulosa;(Morong) C.Ezcurra;Trochilinae;Amazilia;Amazilia;fimbriata;(Lesson & DeLattre, 1839);fimbriata;(Gmelin, 1788);hummingbird;NA;p;NA
222;-20.81;-56.95;Justicia;Justicia;ramulosa;(Morong) C.Ezcurra;ramulosa;(Morong) C.Ezcurra;Phaethornithinae;Phaethornis;Phaethornis;pretrei;(Gmelin, 1788);pretrei;(Lesson & DeLattre, 1839);hummingbird;NA;p;NA
223;-20.81;-56.95;Lepidagathis;Lepidagathis;floribunda;(Pohl) Kameyama;floribunda;(Pohl) Kameyama;Trochilinae;Hylocharis;Hylocharis;chrysura;(Gmelin, 1788);chrysura;(Shaw, 1812);hummingbird;NA;p;NA
224;-20.81;-56.95;Manettia;Manettia;rojasiana;Chodat & Hassl.;rojasiana;Cham. & Schltdl.;Trochilinae;Hylocharis;Hylocharis;chrysura;(Lesson & DeLattre, 1839);chrysura;(Shaw, 1812);hummingbird;NA;p;NA
225;-20.81;-56.95;Manettia;Manettia;rojasiana;Chodat & Hassl.;rojasiana;Cham. & Schltdl.;Phaethornithinae;Phaethornis;Phaethornis;pretrei;(Gmelin, 1788);pretrei;(Lesson & DeLattre, 1839);hummingbird;bil;p;NA
226;-20.81;-56.95;Manettia;Manettia;rojasiana;Chodat & Hassl.;rojasiana;Cham. & Schltdl.;Trochilinae;Thalurania;Thalurania;furcata;(Lesson & DeLattre, 1839);furcata;(Gmelin, 1788);hummingbird;NA;p;NA
227;-20.81;-56.95;Pseudobombax;Pseudobombax;longiflorum;(Mart. & Zucc.) A.Robyns;longiflorum;(Mart. & Zucc.) A.Robyns;Trochilinae;Amazilia;Amazilia;fimbriata;(Gmelin, 1788);fimbriata;(Gmelin, 1788);hummingbird;NA;l;NA
228;-20.81;-56.95;Pseudobombax;Pseudobombax;longiflorum;(Mart. & Zucc.) A.Robyns;longiflorum;(Mart. & Zucc.) A.Robyns;Trochilinae;Hylocharis;Hylocharis;chrysura;(Lesson & DeLattre, 1839);chrysura;(Shaw, 1812);hummingbird;NA;l;NA
229;-20.81;-56.95;Pseudobombax;Pseudobombax;longiflorum;(Mart. & Zucc.) A.Robyns;longiflorum;(Mart. & Zucc.) A.Robyns;Trochilinae;Thalurania;Thalurania;furcata;(Shaw, 1812);furcata;(Gmelin, 1788);hummingbird;NA;l;NA
230;-20.81;-56.95;Pseudobombax;Pseudobombax;tomentosum;(Mart. & Zucc.) A.Robyns;tomentosum;(Mart.) A. Robyns;Trochilinae;Eupetomena;Eupetomena;macroura;(Gmelin, 1788);macroura;(Gmelin, 1788);hummingbird;NA;l;NA
231;-20.81;-56.95;Pseudobombax;Pseudobombax;tomentosum;(Mart. & Zucc.) A.Robyns;tomentosum;(Mart.) A. Robyns;Trochilinae;Hylocharis;Hylocharis;chrysura;(Gmelin, 1788);chrysura;(Shaw, 1812);hummingbird;NA;l;NA
232;-20.81;-56.95;Pseudobombax;Pseudobombax;tomentosum;(Mart. & Zucc.) A.Robyns;tomentosum;(Mart.) A. Robyns;Trochilinae;Thalurania;Thalurania;furcata;(Shaw, 1812);furcata;(Gmelin, 1788);hummingbird;NA;l;NA
233;-20.81;-56.95;Ruellia;Ruellia;brevifolia;(Pohl) C.Ezcurra;brevifolia;(Pohl.) C. Ezcurra;Phaethornithinae;Phaethornis;Phaethornis;pretrei;(Gmelin, 1788);pretrei;(Lesson & DeLattre, 1839);hummingbird;bil;p;NA
